playerId,gamesPlayed,playerDetails.givenName,playerDetails.surname,playerDetails.age,playerDetails.heightCm,playerDetails.weightKg,playerDetails.jumperNumber,playerDetails.kickingFoot,playerDetails.stateOfOrigin,playerDetails.draftYear,playerDetails.debutYear,playerDetails.recruitedFrom,playerDetails.draftPosition,playerDetails.draftType,playerDetails.position,playerDetails.bio,playerDetails.aflAwards,playerDetails.photoURL,playerDetails.dateOfBirth,team.teamId,team.teamAbbr,team.teamName,team.teamNickname,totals.matchesPlayed,totals.timeOnGroundPercentage,totals.behinds,totals.bounces,totals.centreBounceAttendances,totals.centreClearances,totals.clangers,totals.contestDefLosses,totals.contestDefLossPercentage,totals.contestDefOneOnOnes,totals.contestedMarks,totals.contestedPossessionRate,totals.contestedPossessions,totals.contestOffOneOnOnes,totals.contestOffWins,totals.contestOffWinsPercentage,totals.defHalfPressureActs,totals.disposalEfficiency,totals.disposals,totals.dreamTeamPoints,totals.effectiveDisposals,totals.effectiveKicks,totals.f50GroundBallGets,totals.freesAgainst,totals.freesFor,totals.goalAccuracy,totals.goalAssists,totals.goals,totals.groundBallGets,totals.handballs,totals.hitouts,totals.hitoutsToAdvantage,totals.hitoutToAdvantageRate,totals.hitoutWinPercentage,totals.inside50s,totals.interceptMarks,totals.intercepts,totals.kickEfficiency,totals.kickins,totals.kickinsPlayon,totals.kicks,totals.kickToHandballRatio,totals.marks,totals.marksInside50,totals.marksOnLead,totals.metresGained,totals.onePercenters,totals.pressureActs,totals.ranking,totals.ratingPoints,totals.rebound50s,totals.ruckContests,totals.scoreInvolvements,totals.scoreLaunches,totals.shotsAtGoal,totals.spoils,totals.stoppageClearances,totals.tackles,totals.tacklesInside50,totals.totalClearances,totals.totalPossessions,totals.turnovers,totals.uncontestedPossessions,averages.matchesPlayed,averages.timeOnGroundPercentage,averages.behinds,averages.bounces,averages.centreBounceAttendances,averages.centreClearances,averages.clangers,averages.contestDefLosses,averages.contestDefLossPercentage,averages.contestDefOneOnOnes,averages.contestedMarks,averages.contestedPossessionRate,averages.contestedPossessions,averages.contestOffOneOnOnes,averages.contestOffWins,averages.contestOffWinsPercentage,averages.defHalfPressureActs,averages.disposalEfficiency,averages.disposals,averages.dreamTeamPoints,averages.effectiveDisposals,averages.effectiveKicks,averages.f50GroundBallGets,averages.freesAgainst,averages.freesFor,averages.goalAccuracy,averages.goalAssists,averages.goals,averages.groundBallGets,averages.handballs,averages.hitouts,averages.hitoutsToAdvantage,averages.hitoutToAdvantageRate,averages.hitoutWinPercentage,averages.inside50s,averages.interceptMarks,averages.intercepts,averages.kickEfficiency,averages.kickins,averages.kickinsPlayon,averages.kicks,averages.kickToHandballRatio,averages.marks,averages.marksInside50,averages.marksOnLead,averages.metresGained,averages.onePercenters,averages.pressureActs,averages.ratingPoints,averages.rebound50s,averages.ruckContests,averages.scoreInvolvements,averages.scoreLaunches,averages.shotsAtGoal,averages.spoils,averages.stoppageClearances,averages.tackles,averages.tacklesInside50,averages.totalClearances,averages.totalPossessions,averages.turnovers,averages.uncontestedPossessions
CD_I291753,6.0,Sam,Day,29,197,99,12,RIGHT,SA,2010,2011,Mitcham Hawks (SA)/Sturt (SANFL),3.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291753.png?i10c=img.resize(scale_height:0.6),06/09/1992,CD_T1000,GCFC,Gold Coast Suns,Suns,6.0,73.8,4.0,0.0,18.0,1.0,13.0,0.0,0.0,0.0,6.0,51.9,28.0,17.0,5.0,29.4,21.0,73.6,53.0,303.0,39.0,17.0,4.0,5.0,4.0,37.5,1.0,3.0,16.0,27.0,23.0,9.0,39.1,27.1,9.0,0.0,4.0,65.4,0.0,0.0,26.0,1.0,23.0,6.0,8.0,777.0,16.0,58.0,451.0,109.0,1.0,85.0,15.0,2.0,8.0,14.0,1.0,17.0,5.0,2.0,54.0,13.0,26.0,6.0,73.8,0.7,0.0,18.0,0.2,2.2,0.0,0.0,0.0,1.0,51.9,4.7,2.8,0.8,29.4,3.5,73.6,8.8,50.5,6.5,2.8,0.7,0.8,0.7,37.5,0.2,0.5,2.7,4.5,3.8,1.5,39.1,27.1,1.5,0.0,0.7,65.4,0.0,0.0,4.3,1.0,3.8,1.0,1.3,129.6,2.7,9.7,109.0,0.2,14.2,2.5,0.3,1.3,2.3,0.2,2.8,0.8,0.3,9.0,2.2,4.3
CD_I291771,20.0,Devon,Smith,28,176,78,5,RIGHT,VIC,2011,2012,Lara (Vic)/Geelong U18/GWS,14.0,nationalDraft,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291771.png?i10c=img.resize(scale_height:0.6),20/05/1993,CD_T50,ESS,Essendon,Bombers,20.0,80.3,19.0,12.0,37.0,2.0,53.0,0.0,0.0,0.0,4.0,34.1,98.0,7.0,2.0,28.6,136.0,66.1,283.0,1294.0,187.0,91.0,23.0,23.0,11.0,38.1,13.0,16.0,76.0,128.0,0.0,0.0,0.0,0.0,52.0,3.0,26.0,58.7,0.0,0.0,155.0,1.2,68.0,19.0,3.0,4335.0,22.0,442.0,199.0,261.8,5.0,0.0,110.0,17.0,42.0,6.0,19.0,78.0,19.0,21.0,287.0,43.0,189.0,20.0,80.3,1.0,0.6,37.0,0.1,2.7,0.0,0.0,0.0,0.2,34.1,4.9,0.4,0.1,28.6,6.8,66.1,14.2,64.7,9.4,4.6,1.2,1.2,0.6,38.1,0.7,0.8,3.8,6.4,0.0,0.0,0.0,0.0,2.6,0.2,1.3,58.7,0.0,0.0,7.8,1.2,3.4,1.0,0.2,216.8,1.1,22.1,261.8,0.3,0.0,5.5,0.9,2.1,0.3,1.0,3.9,1.0,1.1,14.4,2.2,9.5
CD_I291773,19.0,Jack,Newnes,28,185,86,32,RIGHT,VIC,2011,2012,Ivanhoe (Vic)/Northern U18/St Kilda,37.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291773.png?i10c=img.resize(scale_height:0.6),24/02/1993,CD_T30,CARL,Carlton,Blues,19.0,75.8,9.0,10.0,0.0,1.0,42.0,1.0,12.5,8.0,3.0,31.6,98.0,4.0,2.0,50.0,95.0,75.0,312.0,1244.0,234.0,124.0,5.0,12.0,20.0,25.0,2.0,4.0,71.0,124.0,0.0,0.0,0.0,0.0,41.0,14.0,51.0,66.0,1.0,1.0,188.0,1.5,93.0,7.0,7.0,4915.0,27.0,182.0,195.0,263.5,28.0,0.0,76.0,16.0,16.0,14.0,25.0,34.0,4.0,26.0,310.0,59.0,212.0,19.0,75.8,0.5,0.5,0.0,0.1,2.2,0.1,12.5,0.4,0.2,31.6,5.2,0.2,0.1,50.0,5.0,75.0,16.4,65.5,12.3,6.5,0.3,0.6,1.1,25.0,0.1,0.2,3.7,6.5,0.0,0.0,0.0,0.0,2.2,0.7,2.7,66.0,1.0,1.0,9.9,1.5,4.9,0.4,0.4,258.7,1.4,9.6,263.5,1.5,0.0,4.0,0.8,0.8,0.7,1.3,1.8,0.2,1.4,16.3,3.1,11.2
CD_I291776,14.0,Taylor,Adams,28,181,84,13,RIGHT,VIC,2011,2012,"St Joseph&apos;s Geel (Vic)/St Joseph&apos;s Coll, Geel (Vic)/Geel U18/GWS",13.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291776.png?i10c=img.resize(scale_height:0.6),20/09/1993,CD_T40,COLL,Collingwood,Magpies,14.0,76.1,2.0,4.0,285.0,55.0,81.0,0.0,0.0,1.0,3.0,49.9,190.0,1.0,0.0,0.0,156.0,65.2,382.0,1405.0,249.0,103.0,4.0,16.0,30.0,28.6,3.0,2.0,97.0,187.0,0.0,0.0,0.0,0.0,63.0,1.0,38.0,52.8,0.0,0.0,195.0,1.0,46.0,1.0,3.0,5013.0,22.0,316.0,34.0,417.5,15.0,0.0,69.0,22.0,7.0,3.0,45.0,78.0,7.0,100.0,381.0,79.0,191.0,14.0,76.1,0.1,0.3,285.0,3.9,5.8,0.0,0.0,0.1,0.2,49.9,13.6,0.1,0.0,0.0,11.1,65.2,27.3,100.4,17.8,7.4,0.3,1.1,2.1,28.6,0.2,0.1,6.9,13.4,0.0,0.0,0.0,0.0,4.5,0.1,2.7,52.8,0.0,0.0,13.9,1.0,3.3,0.1,0.2,358.1,1.6,22.6,417.5,1.1,0.0,4.9,1.6,0.5,0.2,3.2,5.6,0.5,7.1,27.2,5.6,13.6
CD_I291783,8.0,Dylan,Shiel,28,182,84,9,LEFT,VIC,2011,2012,Edithvale-Aspendale (Vic)/Caulfield Gram (Vic)/Dande U18/GWS,,other,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291783.png?i10c=img.resize(scale_height:0.6),09/03/1993,CD_T50,ESS,Essendon,Bombers,8.0,73.1,4.0,3.0,118.0,17.0,19.0,0.0,0.0,0.0,1.0,35.9,52.0,0.0,0.0,0.0,57.0,73.5,155.0,529.0,114.0,42.0,5.0,8.0,3.0,42.9,1.0,3.0,33.0,81.0,0.0,0.0,0.0,0.0,19.0,1.0,9.0,56.8,0.0,0.0,74.0,0.9,16.0,1.0,1.0,1990.0,11.0,145.0,202.0,259.5,4.0,0.0,38.0,8.0,7.0,1.0,19.0,24.0,2.0,36.0,145.0,25.0,93.0,8.0,73.1,0.5,0.4,118.0,2.1,2.4,0.0,0.0,0.0,0.1,35.9,6.5,0.0,0.0,0.0,7.1,73.5,19.4,66.1,14.3,5.3,0.6,1.0,0.4,42.9,0.1,0.4,4.1,10.1,0.0,0.0,0.0,0.0,2.4,0.1,1.1,56.8,0.0,0.0,9.3,0.9,2.0,0.1,0.1,248.9,1.4,18.1,259.5,0.5,0.0,4.8,1.0,0.9,0.1,2.4,3.0,0.3,4.5,18.1,3.1,11.6
CD_I291784,3.0,Dom,Tyson,28,186,85,21,LEFT,VIC,2011,2012,Camberwell (Vic)/Trinity Grammar (Vic)/Oakleigh U18/GWS/Melb,3.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291784.png?i10c=img.resize(scale_height:0.6),08/06/1993,CD_T100,NMFC,North Melbourne,Kangaroos,3.0,47.6,0.0,0.0,13.0,1.0,8.0,0.0,0.0,1.0,0.0,17.9,5.0,0.0,0.0,0.0,15.0,73.1,26.0,105.0,19.0,7.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,53.8,0.0,0.0,13.0,1.0,11.0,0.0,1.0,294.0,4.0,24.0,691.0,4.7,0.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,28.0,5.0,23.0,3.0,47.6,0.0,0.0,13.0,0.3,2.7,0.0,0.0,0.3,0.0,17.9,1.7,0.0,0.0,0.0,5.0,73.1,8.7,35.0,6.3,2.3,0.7,0.7,0.3,0.0,0.3,0.0,0.7,4.3,0.0,0.0,0.0,0.0,1.3,0.0,0.7,53.8,0.0,0.0,4.3,1.0,3.7,0.0,0.3,98.0,1.3,8.0,4.7,0.0,0.0,2.0,0.3,0.0,0.3,0.7,1.0,0.3,1.0,9.3,1.7,7.7
CD_I291790,17.0,Adam,Treloar,28,184,89,1,RIGHT,VIC,2011,2012,Noble Park (Vic)/Dandenong U18/GWS/Collingwood,,other,MIDFIELDER_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291790.png?i10c=img.resize(scale_height:0.6),09/03/1993,CD_T140,WB,Western Bulldogs,Bulldogs,17.0,75.4,9.0,16.0,157.0,19.0,54.0,1.0,50.0,2.0,1.0,39.3,154.0,6.0,1.0,16.7,121.0,72.7,395.0,1468.0,287.0,107.0,25.0,16.0,11.0,44.8,12.0,13.0,131.0,209.0,0.0,0.0,0.0,0.0,64.0,2.0,55.0,57.5,0.0,0.0,186.0,0.9,50.0,3.0,1.0,5518.0,15.0,260.0,120.0,316.2,17.0,1.0,103.0,25.0,29.0,7.0,36.0,73.0,15.0,55.0,392.0,64.0,238.0,17.0,75.4,0.5,0.9,157.0,1.1,3.2,0.1,50.0,0.1,0.1,39.3,9.1,0.4,0.1,16.7,7.1,72.7,23.2,86.4,16.9,6.3,1.5,0.9,0.6,44.8,0.7,0.8,7.7,12.3,0.0,0.0,0.0,0.0,3.8,0.1,3.2,57.5,0.0,0.0,10.9,0.9,2.9,0.2,0.1,324.6,0.9,15.3,316.2,1.0,0.1,6.1,1.5,1.7,0.4,2.1,4.3,0.9,3.2,23.1,3.8,14.0
CD_I291797,8.0,Matt,Buntine,28,190,83,21,RIGHT,VIC,2011,2012,Berwick (Vic)/Dandenong U18,5.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291797.png?i10c=img.resize(scale_height:0.6),19/10/1993,CD_T1010,GWS,GWS Giants,Giants,8.0,72.2,1.0,0.0,0.0,0.0,24.0,4.0,44.4,9.0,0.0,28.4,23.0,2.0,0.0,0.0,46.0,65.4,78.0,328.0,51.0,33.0,1.0,9.0,6.0,50.0,0.0,1.0,14.0,23.0,0.0,0.0,0.0,0.0,5.0,2.0,23.0,60.0,0.0,0.0,55.0,2.4,21.0,0.0,0.0,1122.0,26.0,62.0,654.0,15.0,19.0,0.0,10.0,4.0,2.0,21.0,2.0,17.0,1.0,2.0,81.0,20.0,58.0,8.0,72.2,0.1,0.0,0.0,0.0,3.0,0.5,44.4,1.1,0.0,28.4,2.9,0.3,0.0,0.0,5.8,65.4,9.8,41.0,6.4,4.1,0.1,1.1,0.8,50.0,0.0,0.1,1.8,2.9,0.0,0.0,0.0,0.0,0.6,0.3,2.9,60.0,0.0,0.0,6.9,2.4,2.6,0.0,0.0,140.3,3.3,7.8,15.0,2.4,0.0,1.3,0.5,0.3,2.6,0.3,2.1,0.1,0.3,10.1,2.5,7.3
CD_I291800,20.0,Tom,Stewart,28,190,85,44,RIGHT,VIC,2016,2017,South Barwon (Vic)/Geelong U18/Geelong (VFL),40.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291800.png?i10c=img.resize(scale_height:0.6),15/03/1993,CD_T70,GEEL,Geelong Cats,Cats,20.0,85.4,3.0,8.0,0.0,0.0,45.0,7.0,19.4,36.0,24.0,27.8,115.0,0.0,0.0,0.0,118.0,84.8,480.0,1936.0,407.0,319.0,0.0,13.0,16.0,0.0,4.0,0.0,72.0,102.0,0.0,0.0,0.0,0.0,35.0,62.0,155.0,84.4,69.0,63.0,378.0,3.7,178.0,0.0,1.0,9874.0,73.0,146.0,91.0,337.8,122.0,0.0,76.0,38.0,3.0,61.0,6.0,21.0,0.0,6.0,413.0,62.0,298.0,20.0,85.4,0.2,0.4,0.0,0.0,2.3,0.4,19.4,1.8,1.2,27.8,5.8,0.0,0.0,0.0,5.9,84.8,24.0,96.8,20.4,16.0,0.0,0.7,0.8,0.0,0.2,0.0,3.6,5.1,0.0,0.0,0.0,0.0,1.8,3.1,7.8,84.4,69.0,63.0,18.9,3.7,8.9,0.0,0.1,493.7,3.7,7.3,337.8,6.1,0.0,3.8,1.9,0.2,3.1,0.3,1.1,0.0,0.3,20.7,3.1,14.9
CD_I291819,7.0,Adam,Tomlinson,28,194,96,20,RIGHT,VIC,2011,2012,Canterbury (Vic)/Trinity Grammar (Vic)/Oakleigh U18/GWS,9.0,nationalDraft,KEY_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291819.png?i10c=img.resize(scale_height:0.6),10/08/1993,CD_T90,MELB,Melbourne,Demons,7.0,84.5,0.0,0.0,0.0,0.0,17.0,1.0,4.8,21.0,5.0,24.4,20.0,0.0,0.0,0.0,28.0,77.4,84.0,363.0,65.0,49.0,0.0,6.0,2.0,0.0,0.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,3.0,10.0,23.0,80.3,3.0,2.0,61.0,2.7,38.0,0.0,0.0,1246.0,34.0,35.0,481.0,92.7,17.0,0.0,12.0,4.0,0.0,30.0,2.0,9.0,0.0,2.0,82.0,15.0,62.0,7.0,84.5,0.0,0.0,0.0,0.0,2.4,0.1,4.8,3.0,0.7,24.4,2.9,0.0,0.0,0.0,4.0,77.4,12.0,51.9,9.3,7.0,0.0,0.9,0.3,0.0,0.0,0.0,1.6,3.3,0.0,0.0,0.0,0.0,0.4,1.4,3.3,80.3,3.0,2.0,8.7,2.7,5.4,0.0,0.0,178.1,4.9,5.0,92.7,2.4,0.0,1.7,0.6,0.0,4.3,0.3,1.3,0.0,0.3,11.7,2.1,8.9
CD_I291848,15.0,Robbie,Fox,28,185,85,42,RIGHT,TAS,2016,2017,Burnie Dockers (Tas)/Coburg Lions (VFL),34.0,rookieElevation,KEY_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291848.png?i10c=img.resize(scale_height:0.6),16/04/1993,CD_T160,SYD,Sydney Swans,Swans,15.0,69.6,0.0,5.0,1.0,0.0,25.0,8.0,30.8,26.0,3.0,31.9,60.0,1.0,0.0,0.0,96.0,79.7,182.0,676.0,145.0,74.0,2.0,7.0,5.0,0.0,4.0,0.0,51.0,87.0,1.0,0.0,0.0,50.0,16.0,8.0,56.0,77.9,0.0,0.0,95.0,1.1,40.0,1.0,0.0,2627.0,56.0,131.0,304.0,198.9,31.0,2.0,32.0,13.0,0.0,51.0,4.0,28.0,1.0,4.0,188.0,31.0,128.0,15.0,69.6,0.0,0.3,1.0,0.0,1.7,0.5,30.8,1.7,0.2,31.9,4.0,0.1,0.0,0.0,6.4,79.7,12.1,45.1,9.7,4.9,0.1,0.5,0.3,0.0,0.3,0.0,3.4,5.8,0.1,0.0,0.0,50.0,1.1,0.5,3.7,77.9,0.0,0.0,6.3,1.1,2.7,0.1,0.0,175.2,3.7,8.7,198.9,2.1,0.1,2.1,0.9,0.0,3.4,0.3,1.9,0.1,0.3,12.5,2.1,8.5
CD_I291849,21.0,Brody,Mihocek,28,192,97,41,RIGHT,TAS,2017,2018,Burnie (Tas)/Tas U18/Maribyrnong Pk (Vic)/Werribee (VFL)/Port Melb (VFL),22.0,rookieElevation,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291849.png?i10c=img.resize(scale_height:0.6),04/02/1993,CD_T40,COLL,Collingwood,Magpies,21.0,86.3,34.0,0.0,0.0,1.0,53.0,1.0,50.0,2.0,29.0,42.0,92.0,81.0,19.0,23.5,26.0,62.3,228.0,1340.0,142.0,103.0,19.0,19.0,16.0,42.5,7.0,34.0,44.0,50.0,0.0,0.0,0.0,0.0,57.0,2.0,14.0,57.9,0.0,0.0,178.0,3.6,123.0,46.0,41.0,5011.0,19.0,171.0,251.0,235.4,1.0,5.0,113.0,4.0,80.0,9.0,2.0,35.0,20.0,3.0,219.0,59.0,127.0,21.0,86.3,1.6,0.0,0.0,0.0,2.5,0.0,50.0,0.1,1.4,42.0,4.4,3.9,0.9,23.5,1.2,62.3,10.9,63.8,6.8,4.9,0.9,0.9,0.8,42.5,0.3,1.6,2.1,2.4,0.0,0.0,0.0,0.0,2.7,0.1,0.7,57.9,0.0,0.0,8.5,3.6,5.9,2.2,2.0,238.7,0.9,8.1,235.4,0.0,0.2,5.4,0.2,3.8,0.4,0.1,1.7,1.0,0.1,10.4,2.8,6.0
CD_I291856,22.0,Tom,Mitchell,28,182,83,3,LEFT,WA,2011,2013,Ashburton (Vic)/Claremont (WAFL)/Sydney,21.0,fatherSon,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291856.png?i10c=img.resize(scale_height:0.6),31/05/1993,CD_T80,HAW,Hawthorn,Hawks,22.0,84.0,5.0,7.0,423.0,41.0,81.0,1.0,50.0,2.0,1.0,33.5,254.0,1.0,0.0,0.0,266.0,74.5,754.0,2533.0,562.0,207.0,18.0,29.0,24.0,57.1,10.0,8.0,173.0,433.0,0.0,0.0,0.0,0.0,91.0,12.0,66.0,64.5,0.0,0.0,321.0,0.7,98.0,5.0,3.0,8545.0,14.0,495.0,27.0,440.7,49.0,0.0,118.0,31.0,14.0,1.0,63.0,105.0,8.0,104.0,758.0,130.0,504.0,22.0,84.0,0.2,0.3,423.0,1.9,3.7,0.0,50.0,0.1,0.0,33.5,11.5,0.0,0.0,0.0,12.1,74.5,34.3,115.1,25.5,9.4,0.8,1.3,1.1,57.1,0.5,0.4,7.9,19.7,0.0,0.0,0.0,0.0,4.1,0.5,3.0,64.5,0.0,0.0,14.6,0.7,4.5,0.2,0.1,388.4,0.6,22.5,440.7,2.2,0.0,5.4,1.4,0.6,0.0,2.9,4.8,0.4,4.7,34.5,5.9,22.9
CD_I291861,7.0,Jed,Anderson,27,179,81,3,LEFT,NT,2012,2013,Darwin (NT)/NT Thunder (NEAFL)/Hawthorn,,other,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291861.png?i10c=img.resize(scale_height:0.6),02/02/1994,CD_T100,NMFC,North Melbourne,Kangaroos,7.0,72.3,1.0,0.0,81.0,9.0,28.0,0.0,0.0,0.0,1.0,42.6,58.0,5.0,0.0,0.0,87.0,67.4,132.0,562.0,89.0,36.0,2.0,9.0,5.0,80.0,4.0,4.0,41.0,67.0,0.0,0.0,0.0,0.0,17.0,2.0,20.0,55.4,0.0,0.0,65.0,1.0,22.0,3.0,1.0,1691.0,9.0,159.0,259.0,232.1,7.0,0.0,25.0,3.0,5.0,1.0,10.0,41.0,4.0,19.0,136.0,30.0,78.0,7.0,72.3,0.1,0.0,81.0,1.3,4.0,0.0,0.0,0.0,0.1,42.6,8.3,0.7,0.0,0.0,12.4,67.4,18.9,80.3,12.7,5.1,0.3,1.3,0.7,80.0,0.6,0.6,5.9,9.6,0.0,0.0,0.0,0.0,2.4,0.3,2.9,55.4,0.0,0.0,9.3,1.0,3.1,0.4,0.1,241.6,1.3,22.7,232.1,1.0,0.0,3.6,0.4,0.7,0.1,1.4,5.9,0.6,2.7,19.4,4.3,11.1
CD_I291867,13.0,Ben,Brown,28,200,100,50,RIGHT,TAS,2013,2014,Devonport (Tas)/Tasmania U18/Werribee (VFL)/North Melb,47.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291867.png?i10c=img.resize(scale_height:0.6),20/11/1992,CD_T90,MELB,Melbourne,Demons,13.0,79.7,13.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,49.2,65.0,52.0,8.0,15.4,10.0,62.7,126.0,810.0,79.0,64.0,18.0,6.0,11.0,52.1,4.0,25.0,33.0,24.0,13.0,3.0,23.1,36.1,30.0,0.0,8.0,62.7,0.0,0.0,102.0,4.3,69.0,32.0,18.0,2725.0,29.0,99.0,407.0,132.0,0.0,36.0,69.0,4.0,48.0,23.0,1.0,20.0,15.0,1.0,132.0,27.0,67.0,13.0,79.7,1.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.5,49.2,5.0,4.0,0.6,15.4,0.8,62.7,9.7,62.3,6.1,4.9,1.4,0.5,0.8,52.1,0.3,1.9,2.5,1.8,1.0,0.2,23.1,36.1,2.3,0.0,0.6,62.7,0.0,0.0,7.8,4.3,5.3,2.5,1.4,209.6,2.2,7.6,132.0,0.0,2.8,5.3,0.3,3.7,1.8,0.1,1.5,1.2,0.1,10.2,2.1,5.2
CD_I291891,2.0,Jacob,Townsend,28,187,84,21,RIGHT,NSW,2020,2012,Leeton-Whitton (NSW)/NSW-ACT U18/GWS/Richmond/Essendon,5.0,rookieElevation,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291891.png?i10c=img.resize(scale_height:0.6),20/06/1993,CD_T1000,GCFC,Gold Coast Suns,Suns,2.0,75.5,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,2.0,50.0,12.0,8.0,1.0,12.5,8.0,87.5,24.0,112.0,21.0,15.0,2.0,6.0,2.0,100.0,2.0,3.0,7.0,9.0,3.0,0.0,0.0,17.6,6.0,2.0,4.0,100.0,0.0,0.0,15.0,1.7,8.0,0.0,0.0,378.0,3.0,27.0,531.0,66.8,1.0,17.0,8.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,24.0,7.0,12.0,2.0,75.5,0.0,0.0,4.0,0.0,6.5,0.0,0.0,0.0,1.0,50.0,6.0,4.0,0.5,12.5,4.0,87.5,12.0,56.0,10.5,7.5,1.0,3.0,1.0,100.0,1.0,1.5,3.5,4.5,1.5,0.0,0.0,17.6,3.0,1.0,2.0,100.0,0.0,0.0,7.5,1.7,4.0,0.0,0.0,189.4,1.5,13.5,66.8,0.5,8.5,4.0,1.5,1.5,1.5,1.0,2.5,1.0,1.0,12.0,3.5,6.0
CD_I291902,15.0,Jack,Viney,27,178,86,7,LEFT,VIC,2012,2013,Ashburton (Vic)/Carey Grammar (Vic)/Oakleigh U18/Casey (VFL),26.0,fatherSon,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/291902.png?i10c=img.resize(scale_height:0.6),13/04/1994,CD_T90,MELB,Melbourne,Demons,15.0,77.2,7.0,0.0,274.0,30.0,63.0,0.0,0.0,0.0,0.0,49.4,163.0,1.0,0.0,0.0,157.0,62.4,335.0,1374.0,209.0,76.0,22.0,18.0,30.0,36.4,5.0,4.0,91.0,173.0,0.0,0.0,0.0,0.0,59.0,4.0,37.0,46.9,0.0,0.0,162.0,0.9,37.0,4.0,2.0,4574.0,21.0,397.0,100.0,328.8,14.0,0.0,82.0,24.0,11.0,7.0,50.0,106.0,20.0,80.0,330.0,73.0,167.0,15.0,77.2,0.5,0.0,274.0,2.0,4.2,0.0,0.0,0.0,0.0,49.4,10.9,0.1,0.0,0.0,10.5,62.4,22.3,91.6,13.9,5.1,1.5,1.2,2.0,36.4,0.3,0.3,6.1,11.5,0.0,0.0,0.0,0.0,3.9,0.3,2.5,46.9,0.0,0.0,10.8,0.9,2.5,0.3,0.1,304.9,1.4,26.5,328.8,0.9,0.0,5.5,1.6,0.7,0.5,3.3,7.1,1.3,5.3,22.0,4.9,11.1
